"Date","R","SD"
2010-02-01,2.10992866859248,3.40498862296876
2010-02-02,1.15553820351933,3.40490716508779
2010-02-03,0.316611999880254,3.40447533228049
2010-02-04,-3.44789029008943,3.40415711886578
2010-02-05,-2.39942028850541,3.40558219562426
2010-02-08,-3.80193033840984,3.40263049173818
2010-02-09,-0.125635331470373,3.40468765469338
2010-02-10,-2.10193672240753,3.40403081817185
2010-02-11,-1.71870034057117,3.4045409309965
2010-02-12,-3.4057149725287,3.40496303114338
2010-02-15,1.02665286983602,3.4066332696083
2010-02-16,4.41821017866019,3.40679565461025
2010-02-17,-0.209631474894332,3.4096853047954
2010-02-18,-1.97210217656111,3.40963496228414
2010-02-19,1.80875111054299,3.41019182957953
2010-02-24,-0.0876193870127386,3.41053667767488
2010-02-25,-3.29106030634903,3.41053400315829
2010-02-26,0.57810590970133,3.41209620926021
2010-02-27,0.616565360495958,3.41213923018658
2010-03-01,0.321735263233466,3.41101659131995
2010-03-02,0.900106746266405,3.41094313688798
2010-03-03,0.364835052199023,3.41083074875505
2010-03-04,1.04590628859139,3.41085257406557
2010-03-05,2.7574907735954,3.41086183245167
2010-03-09,-0.931666115249345,3.41187914455723
2010-03-10,-0.715986676955847,3.41048334145844
2010-03-11,-1.66941043707298,3.41051989706098
2010-03-12,0.971417928907141,3.41085501232002
2010-03-15,-2.04094684058194,3.40838970256144
2010-03-16,1.21555271029213,3.40854010709924
2010-03-17,0.303048195096155,3.40665277897702
2010-03-18,-0.618727166474267,3.40612770127229
2010-03-19,-2.22014269368263,3.40612930419919
2010-03-22,1.33208439756608,3.4058502265082
2010-03-23,-0.973532561306392,3.4057632311465
2010-03-24,-1.69041833136059,3.40581880713525
2010-03-25,-1.5961201101066,3.40622313373156
2010-03-26,-0.680400967194647,3.40467869917849
2010-03-29,2.15511026896782,3.40451972532341
2010-03-30,3.36848807726222,3.40506178508538
2010-03-31,0.941114647424181,3.40669440359759
2010-04-01,1.79894150167197,3.40676870010947
2010-04-02,0.159872136369707,3.40709308128482
2010-04-05,0.227946303395484,3.40676940862149
2010-04-06,0.963016562714036,3.40633421751635
2010-04-07,-1.26515743048105,3.4064760672801
2010-04-08,-0.331694230680762,3.40657750812646
2010-04-09,0.354529191104235,3.40659126010291
