Ex-Date,Dividend
17.07.2019,16.61
18.07.2018,8.04
19.07.2017,8.0397
19.07.2016,7.89
15.07.2015,7.2
16.07.2014,7.2
14.05.2013,5.99
11.05.2012,8.97
13.05.2011,3.85
11.05.2010,2.39
12.05.2009,0.36
12.05.2008,2.66
14.05.2007,2.54
15.05.2006,1.5
18.05.2005,1.19
10.05.2004,0.69
