"Date","PX_LAST","DIV","DIV_GAP","R"
2007-06-26,5425.46,0,0,2.45040288538997
2007-06-27,5317.09,0,0,-2.01765272411729
2007-06-28,5402.59,0,0,1.59523069969462
2007-06-29,5355.04,0,0,-0.884029468799022
2007-07-02,5506.02,0,0,2.78038655884928
2007-07-03,5540.08,0,0,0.616690197330789
2007-07-04,5587.52,0,0,0.852659826348233
2007-07-05,5678.68,0,0,1.6183272007482
2007-07-06,5667.66,0,0,-0.194247721557294
2007-07-09,5605.4,0,0,-1.10459153129517
2007-07-10,5402.93,0,0,-3.67890198178967
2007-07-11,5412.72,0,0,0.181034014113911
2007-07-12,5606.79,0,0,3.52266241028011
2007-07-13,5590.15,0,0,-0.297224281814981
2007-07-16,5508.41,0,0,-1.47301051600979
2007-07-17,5450.23,0,0,-1.06182056588365
2007-07-18,5381.59,0,0,-1.26739400754499
2007-07-19,5588.55,0,0,3.77359922040312
2007-07-20,5572.94,0,0,-0.279711941283098
2007-07-23,5639.7,0,0,1.19081302705954
2007-07-24,5600.19,0,0,-0.703034686891726
2007-07-25,5711.93,0,0,1.97564443232596
2007-07-26,5570.59,0,0,-2.50559971346016
2007-07-27,5634.9,0,0,1.14784281797179
2007-07-30,5632.6,0,0,-0.0408253833049836
2007-07-31,5699.01,0,0,1.17213282728318
2007-08-01,5562.43,0,0,-2.42574124016159
2007-08-02,5584.27,0,0,0.391865358314694
2007-08-03,5515.32,0,0,-1.24240421324206
2007-08-06,5436.38,0,0,-1.44162764071093
2007-08-07,5426.99,0,0,-0.172874574621864
2007-08-08,5492.98,0,0,1.208626091531
2007-08-09,5297.84,0,0,-3.61717230378751
2007-08-10,5194.38,0,0,-1.97219184139422
2007-08-13,5297.87,0,0,1.9727581083079
2007-08-14,5393.47,0,0,1.78841095795367
2007-08-15,5278.24,0,0,-2.15962537500875
2007-08-16,5106.32,0,0,-3.31137205943892
2007-08-17,5197.44,0,0,1.76872084493112
2007-08-20,5173.02,0,0,-0.47095394294559
2007-08-21,5190.95,0,0,0.346006750082427
2007-08-22,5324.13,0,0,2.53325932225638
2007-08-23,5436.16,0,0,2.08236112968734
2007-08-24,5437.6,0,0,0.0264857787631549
2007-08-27,5511.19,0,0,1.34427837580481
2007-08-28,5514.1,0,0,0.0527877283513581
2007-08-29,5509.46,0,0,-0.0841833359463615
2007-08-30,5564.13,0,0,0.987402354184296
2007-08-31,5715.74,0,0,2.68831344047592
2007-09-03,5666.13,0,0,-0.87174276581234
2007-09-04,5583.82,0,0,-1.46332150373744
2007-09-05,5614.67,0,0,0.55096853311122
2007-09-06,5678.1,0,0,1.123385441624
2007-09-07,5574.39,0,0,-1.84337754115035
2007-09-10,5663.67,0,0,1.58891976628739
2007-09-11,5674.3,0,0,0.187511575963641
2007-09-12,5611.89,0,0,-1.10596465490476
2007-09-13,5670.47,0,0,1.03844455276948
2007-09-14,5657.99,0,0,-0.220330125166488
2007-09-17,5619.94,0,0,-0.674771777680962
2007-09-18,5737.46,0,0,2.06956159927758
2007-09-19,6063.39,0,0,5.52524459278408
2007-09-20,6136.18,0,0,1.19333490937562
2007-09-21,6235.51,0,0,1.60579733916125
2007-09-24,6485.08,0,0,3.92437817546767
2007-09-25,6171.75,0,0,-4.95217256808926
2007-09-26,6436.16,0,0,4.19496608109241
2007-09-27,6398.48,0,0,-0.587162682468424
2007-09-28,6375.39,0,0,-0.361519651416067
2007-10-01,6268.63,0,0,-1.68874356712701
2007-10-02,6652.59,0,0,5.94484225541812
2007-10-03,6705.71,0,0,0.795314972681235
2007-10-04,6792.75,0,0,1.28964646874329
2007-10-05,6650.3,0,0,-2.11939005088638
2007-10-08,6696.52,0,0,0.692602204322239
2007-10-09,6854.59,0,0,2.33305123927745
2007-10-10,6826.89,0,0,-0.404927505633505
2007-10-11,6981.76,0,0,2.24318081753717
2007-10-12,6936.14,0,0,-0.655561016825859
2007-10-15,6876.78,0,0,-0.859490468657214
2007-10-16,6685,0,0,-2.8284308578463
2007-10-17,6798.02,0,0,1.67651827574671
2007-10-18,6631.6,0,0,-2.47852909282004
2007-10-19,6657.89,0,0,0.39565151552577
2007-10-22,6545.7,0,0,-1.69942720238535
2007-10-23,6786.03,0,0,3.60577417041788
2007-10-24,6823.87,0,0,0.556067237884391
2007-10-25,7126.83,0,0,4.34397756840905
2007-10-26,7201.02,0,0,1.03561473732111
2007-10-29,7147.93,0,0,-0.739987835474805
2007-10-30,7070.36,0,0,-1.09114063103678
2007-10-31,7280.46,0,0,2.92826490357929
2007-11-01,7227.68,0,0,-0.727594755013095
2007-11-02,7599.65,0,0,5.01840941248034
2007-11-06,7506.08,0,0,-1.23888348040654
2007-11-07,7427.82,0,0,-1.04809482326212
2007-11-08,7568.81,0,0,1.88034450570621
2007-11-09,7621.08,0,0,0.688223631832122
2007-11-12,7610.52,0,0,-0.138659125658743
2007-11-13,7532.56,0,0,-1.02965432088584
2007-11-14,7479.26,108,-53.3000000000002,0.723556743985116
2007-11-15,7261.87,0,0,-2.94964851838194
2007-11-16,6948.47,0,0,-4.41158799707535
2007-11-19,6676.99,0,0,-3.98542042605747
2007-11-20,6802.39,0,0,1.8606733822966
2007-11-21,6898.01,0,0,1.39589431901844
2007-11-22,6772.67,0,0,-1.83375680336133
2007-11-23,7068.43,0,0,4.27429940091861
2007-11-26,7129.43,0,0,0.859289714676745
2007-11-27,6974.61,0,0,-2.19548751658126
2007-11-28,6916.16,0,0,-0.841570985227335
2007-11-29,6921.31,0,0,0.074435575835578
2007-11-30,6944.31,0,0,0.331756114695719
2007-12-03,6759.87,0,0,-2.6918960118001
2007-12-04,6651.34,0,0,-1.61853209727227
2007-12-05,6767.74,0,0,1.73488673623501
2007-12-06,6684.57,0,0,-1.23653201167128
2007-12-07,6816.4,0,0,1.95295878774577
2007-12-10,6781.52,0,0,-0.513020763478735
2007-12-11,6697.55,0,0,-1.24594777353618
2007-12-12,6655.54,0,0,-0.6292197327213
2007-12-13,6532.6,0,0,-1.86445641832657
2007-12-14,6305.99,0,0,-3.53050510401709
2007-12-17,6234.63,0,0,-1.13807403809456
2007-12-18,6356.03,0,0,1.92847336636281
2007-12-19,6418,0,0,0.970257407468078
2007-12-20,6623.45,0,0,3.15098395470297
2007-12-21,6560.89,0,0,-0.949011774943116
2007-12-24,6546.59,0,0,-0.218196108992275
2007-12-25,6555.68,0,0,0.138754604483075
2007-12-26,6471.65,0,0,-1.29007502563213
2007-12-27,6535.37,0,0,0.979786449922488
2007-12-28,6466.63,0,0,-1.05738564010704
2008-01-09,6394.75,0,0,-1.11777660567904
2008-01-10,6512.06,0,0,1.8178501191792
2008-01-11,6471.15,0,0,-0.630200626746849
2008-01-14,6534.55,0,0,0.974964857099187
2008-01-15,6475.23,0,0,-0.911935653027145
2008-01-16,6198.32,0,0,-4.37058405995398
2008-01-17,5939.41,0,0,-4.2668485748705
2008-01-18,5933.66,0,0,-0.096857854784443
2008-01-21,5458.63,0,0,-8.34433807728951
2008-01-22,5447.98,0,0,-0.195294475275444
2008-01-23,5281.09,0,0,-3.11123819620897
2008-01-24,5590.82,0,0,5.69934511213592
2008-01-25,5950.98,0,0,6.24299449495775
2008-01-28,5796.86,0,0,-2.62395202340294
2008-01-29,5919.62,0,0,2.09558660031737
2008-01-30,5846.22,0,0,-1.2476959096266
2008-01-31,5707.34,0,0,-2.40422328109027
2008-02-01,6095.14,0,0,6.57386665773461
2008-02-04,6583.69,0,0,7.71036461099902
2008-02-05,6419.42,0,0,-2.52676074850822
2008-02-06,6633.17,0,0,3.27550487020088
2008-02-07,6542.12,0,0,-1.38215476812755
2008-02-08,6493.29,0,0,-0.749193594961211
2008-02-11,6722.06,0,0,3.46253191652668
2008-02-12,7066.65,0,0,4.99918793385253
2008-02-13,7109.44,0,0,0.603694389011604
2008-02-14,7008.83,0,0,-1.4252695712474
2008-02-15,6812.08,0,0,-2.84732759814602
2008-02-18,7087.79,0,0,3.96760786116807
2008-02-19,7144.68,0,0,0.799443849047955
2008-02-20,7144.26,0,0,-0.00587867259742666
2008-02-21,7348.55,0,0,2.81937777622589
2008-02-22,7330.76,0,0,-0.242382083484166
2008-02-25,7330.76,0,0,0
2008-02-26,7281.54,0,0,-0.673681571726736
2008-02-27,7197.72,0,0,-1.15780690931608
2008-02-28,7025.19,0,0,-2.42620480884557
2008-02-29,6966.29,0,0,-0.841945926207346
2008-03-03,7189.89,0,0,3.1593070734161
2008-03-04,7195.72,0,0,0.0810532235918242
2008-03-05,7179.72,0,0,-0.222601974017978
2008-03-06,7251.68,0,0,0.997278107538617
2008-03-07,7114.61,0,0,-1.9082749894855
2008-03-11,7160.66,0,0,0.645173922953381
2008-03-12,7008.73,0,0,-2.14456406195156
2008-03-13,6902.93,0,0,-1.52105557244783
2008-03-14,6899.58,0,0,-0.0485418965938968
2008-03-17,6542.01,0,0,-5.32160824858145
2008-03-18,6623.28,0,0,1.23462578234295
2008-03-19,6567.09,0,0,-0.851990351998287
2008-03-20,6488.88,0,0,-1.19808693689912
2008-03-21,6476.28,0,0,-0.194367118751339
2008-03-24,6624.73,0,0,2.2663344878312
2008-03-25,6515.64,0,0,-1.66041757300556
2008-03-26,6500.28,0,0,-0.236018769786875
2008-03-27,6610.8,0,0,1.68594223876499
2008-03-28,6695.36,0,0,1.2710073884215
2008-03-31,6612.01,0,0,-1.25270568094212
2008-04-01,6629.27,0,0,0.260700019568491
2008-04-02,6601.55,0,0,-0.419022261037312
2008-04-03,6432.03,0,0,-2.60142738997474
2008-04-04,6365.2,0,0,-1.04445426910007
2008-04-07,6613.59,0,0,3.82809695654889
2008-04-08,6700.35,0,0,1.3033140919111
2008-04-09,6984.1,0,0,4.14763730384551
2008-04-10,6929.21,0,0,-0.789032728729686
2008-04-11,6816.01,0,0,-1.64715529275613
2008-04-14,6733.48,0,0,-1.21821589820496
2008-04-15,6705.89,0,0,-0.410585299153256
2008-04-16,6876.22,0,0,2.50828376663878
2008-04-17,6756.68,0,0,-1.75374372013975
2008-04-18,6901.78,0,0,2.1247704195409
2008-04-21,6807.42,0,0,-1.376615559658
2008-04-22,6797.58,0,0,-0.144652726435901
2008-04-23,6786.94,0,0,-0.156648923565668
2008-04-24,6577.39,0,0,-3.1362167139051
2008-04-25,6651.97,0,0,1.12750412854245
2008-04-28,6588.76,0,0,-0.954788447398611
2008-04-29,6496.46,0,0,-1.41077537645473
2008-04-30,6404.68,0,0,-1.42284400275369
2008-05-04,6555.52,0,0,2.3278469693365
2008-05-05,6510.89,0,0,-0.683128320022052
2008-05-06,6428.53,0,0,-1.27302633759611
2008-05-07,6488.18,0,0,0.923616370498139
2008-05-08,6625.08,0,0,2.08803873162984
2008-05-12,6693.17,0,0,1.02251561961612
2008-05-13,6820.48,0,0,1.88422471431622
