"Date","R","SD"
2008-01-15,-0.911935653027145,2.15021795765289
2008-01-16,-4.37058405995398,2.13422958954786
2008-01-17,-4.2668485748705,2.1536053481135
2008-01-18,-0.096857854784443,2.14231407023625
2008-01-21,-8.34433807728951,2.1416436253272
2008-01-22,-0.195294475275444,2.20807670617936
2008-01-23,-3.11123819620897,2.19530671689804
2008-01-24,5.69934511213592,2.20470774115105
2008-01-25,6.24299449495775,2.2267365546352
2008-01-28,-2.62395202340294,2.26018007890273
2008-01-29,2.09558660031737,2.26682244100043
2008-01-30,-1.2476959096266,2.26965594946085
2008-01-31,-2.40422328109027,2.26955601925597
2008-02-01,6.57386665773461,2.27516170734062
2008-02-04,7.71036461099902,2.3113834216029
2008-02-05,-2.52676074850822,2.35812941566205
2008-02-06,3.27550487020088,2.34345974308485
2008-02-07,-1.38215476812755,2.3508178996984
2008-02-08,-0.749193594961211,2.35157617310572
2008-02-11,3.46253191652668,2.35170261742435
2008-02-12,4.99918793385253,2.36109150722553
2008-02-13,0.603694389011604,2.37261329527534
2008-02-14,-1.4252695712474,2.37249601136641
2008-02-15,-2.84732759814602,2.3574121419795
2008-02-18,3.96760786116807,2.35472319733947
2008-02-19,0.799443849047955,2.36655139767741
2008-02-20,-0.00587867259742666,2.36635817277174
2008-02-21,2.81937777622589,2.36589153784595
2008-02-22,-0.242382083484166,2.37165401983327
2008-02-25,0,2.37176770094267
2008-02-26,-0.673681571726736,2.37179256197521
2008-02-27,-1.15780690931608,2.36994215888757
2008-02-28,-2.42620480884557,2.37056544182759
2008-02-29,-0.841945926207346,2.35971820046426
2008-03-03,3.1593070734161,2.35589156956582
2008-03-04,0.0810532235918242,2.34874544424545
2008-03-05,-0.222601974017978,2.34775629584957
2008-03-06,0.997278107538617,2.33571745752508
2008-03-07,-1.9082749894855,2.33034356108741
2008-03-11,0.645173922953381,2.33192538163433
2008-03-12,-2.14456406195156,2.32126818628348
2008-03-13,-1.52105557244783,2.32535326592434
2008-03-14,-0.0485418965938968,2.32586789219029
2008-03-17,-5.32160824858145,2.30995956942563
2008-03-18,1.23462578234295,2.31792327045277
2008-03-19,-0.851990351998287,2.31778813032814
2008-03-20,-1.19808693689912,2.31260789607731
2008-03-21,-0.194367118751339,2.31412283450226
2008-03-24,2.2663344878312,2.31170718509983
2008-03-25,-1.66041757300556,2.3121777711114
2008-03-26,-0.236018769786875,2.31498298353639
2008-03-27,1.68594223876499,2.31510316769319
2008-03-28,1.2710073884215,2.31712772035738
2008-03-31,-1.25270568094212,2.31812821061536
2008-04-01,0.260700019568491,2.31834004776386
2008-04-02,-0.419022261037312,2.31739498304434
2008-04-03,-2.60142738997474,2.31731578817238
2008-04-04,-1.04445426910007,2.32048658353297
2008-04-07,3.82809695654889,2.31911919928424
2008-04-08,1.3033140919111,2.32969934670215
2008-04-09,4.14763730384551,2.33081340723575
2008-04-10,-0.789032728729686,2.34212661521092
2008-04-11,-1.64715529275613,2.34015505351203
2008-04-14,-1.21821589820496,2.34263870203458
2008-04-15,-0.410585299153256,2.34016253940804
2008-04-16,2.50828376663878,2.33964330175477
2008-04-17,-1.75374372013975,2.34435129634456
2008-04-18,2.1247704195409,2.3437852116408
2008-04-21,-1.376615559658,2.34456073591011
2008-04-22,-0.144652726435901,2.34135831882508
2008-04-23,-0.156648923565668,2.32852771735784
2008-04-24,-3.1362167139051,2.32822458263762
2008-04-25,1.12750412854245,2.33632898160459
2008-04-28,-0.954788447398611,2.33616096901748
2008-04-29,-1.41077537645473,2.33478037137061
2008-04-30,-1.42284400275369,2.32514673695278
2008-05-04,2.3278469693365,2.32638880171347
2008-05-05,-0.683128320022052,2.3304626769806
2008-05-06,-1.27302633759611,2.3134284538982
2008-05-07,0.923616370498139,2.31501705537597
2008-05-08,2.08803873162984,2.31519985732128
2008-05-12,1.02251561961612,2.31496405630741
2008-05-13,1.88422471431622,2.31528395150904
2008-05-14,2.43718627483185,2.31214753483412
2008-05-15,0.626187733710032,2.31652580144796
2008-05-16,0.89197388456069,2.3158542855487
2008-05-19,1.27571147599182,2.30492320477768
2008-05-20,2.73973194922945,2.30014734062993
2008-05-21,0.418543492729218,2.30372052541793
2008-05-22,-3.56205275330233,2.30341554782052
2008-05-23,-1.39970251084863,2.31470087941517
2008-05-26,-2.47196378382771,2.30176387657064
2008-05-27,-2.60226849344511,2.30770895255754
2008-05-28,0.963047173075341,2.31284917538724
2008-05-29,2.83734057500248,2.31206612053062
2008-05-30,1.85911664081763,2.30151147594616
2008-06-02,-0.242802282846277,2.30276814174072
2008-06-03,-2.46542389912881,2.28507445162582
2008-06-04,-2.31650126486828,2.23387751838801
2008-06-05,0.71111650917697,2.23828495776972
2008-06-06,-1.07069641642816,2.23851753688729
2008-06-07,-2.03761923853655,2.23960586889668
2008-06-09,0.606165467934491,2.24034245128974
2008-06-10,-1.19445433907638,2.24053320292595
2008-06-11,-1.12536525648926,2.24205357621062
2008-06-16,0.970523550000413,2.24324953523635
2008-06-17,0.684488057655247,2.23020420962836
2008-06-18,-0.827117138188537,2.22999800801174
2008-06-19,0.230717908348283,2.22366577621963
2008-06-20,-1.19367516327041,2.21335115190404
2008-06-23,-2.17446322433848,2.2147992080935
2008-06-24,-2.73846531808628,2.21938217903242
2008-06-25,-1.77934058930504,2.22543571422873
2008-06-26,-0.115337163789992,2.2272717731617
2008-06-27,1.83540019451927,2.22211481771919
2008-06-30,-2.26648439570444,2.22108509360479
2008-07-01,-4.0677479120508,2.22382280764412
2008-07-02,0.902676917242188,2.23825619844612
2008-07-03,-0.0401170026467847,2.23215292198628
2008-07-04,0.00575690676324049,2.23184461754015
2008-07-07,0.509826997884888,2.23122762897926
2008-07-08,-2.81017034672595,2.22914446568771
2008-07-09,-2.71299124689539,2.23627427962162
2008-07-10,-1.01779750603814,2.24179424572169
2008-07-11,-4.39079954978804,2.23053891015173
2008-07-14,0.812364370165187,2.24782207689824
2008-07-15,-3.32773446371459,2.23724475400012
2008-07-16,4.69206258670718,2.24695761541031
2008-07-17,3.75601333890393,2.26480835632569
2008-07-18,-4.02386081847721,2.2762447168133
2008-07-21,0.754657723593816,2.28911958034995
2008-07-22,-3.92131723860081,2.27708353565508
2008-07-23,-0.359040013616094,2.29043455573331
2008-07-24,-0.766771618883361,2.28923322759623
2008-07-25,-6.29487952166688,2.28931212445476
2008-07-28,-8.01512858129922,2.31977586218231
2008-07-29,3.48647987730182,2.36873272059361
2008-07-30,8.06056169625644,2.37821802104791
2008-07-31,0.720194676551883,2.4332461206465
2008-08-01,5.46549894484349,2.43250765942148
2008-08-04,-3.09906537711392,2.45260156546572
2008-08-05,-2.29117988645809,2.4602129859336
2008-08-06,-4.19758123000526,2.46318619261919
2008-08-07,0.0354228607663883,2.47565935193239
2008-08-08,-3.90576414967552,2.47565024964702
2008-08-11,-2.13627760562126,2.48638751885397
2008-08-12,1.11061402953282,2.47963812345389
2008-08-13,2.05501772233062,2.47773483020543
2008-08-14,6.06909853549018,2.47800911748079
2008-08-15,1.70887229802761,2.50535511196934
2008-08-18,-1.46679352565951,2.50407119815949
2008-08-19,-5.18927662482892,2.49701407422431
2008-08-20,3.58542149271244,2.51588989867693
2008-08-21,3.7520052797451,2.52610129734738
2008-08-22,-2.86999634297478,2.53721578031917
2008-08-25,1.30960889170669,2.53855227849292
2008-08-26,-1.68289475079009,2.5364481929423
2008-08-27,-0.678597722077673,2.53860932888603
2008-08-28,2.17258294324272,2.53742600945072
2008-08-29,-2.43417352069549,2.54127916888315
2008-09-01,0.639065876196172,2.54581360907936
2008-09-02,-3.83357926072709,2.54534333206765
2008-09-03,-3.48689710463153,2.55065159273176
2008-09-04,-5.87689119802339,2.55930370394296
2008-09-05,-10.1263026513657,2.58398955162007
2008-09-08,-2.52797560188762,2.66034083949556
2008-09-09,-14.2551394151157,2.66339764824827
2008-09-10,-4.72860717890155,2.80682057771828
2008-09-11,-0.918503267671417,2.81902277300984
2008-09-12,5.27315230199031,2.81923335152995
2008-09-15,4.41791120608466,2.84010115815144
2008-09-16,-8.37812442996535,2.85406838674532
2008-09-17,-3.26813738419561,2.9006142373165
2008-09-18,0,2.90685030260943
2008-09-19,13.4142808653935,2.90319685592712
2008-09-22,1.62739941118017,3.00719441807234
2008-09-23,-5.50612360149921,3.00813582691872
2008-09-24,3.60825367516439,3.02445057326448
2008-09-25,4.22141991702895,3.02276749095387
2008-09-26,2.77984590666043,3.02104852189767
2008-09-29,-5.21313315499353,3.01408705981541
2008-09-30,-0.265241484926132,3.03055610723273
2008-10-01,1.84208390426057,3.03054546947597
2008-10-02,-5.54772962905914,3.03194614318686
2008-10-03,-19.5338581785717,3.02528293183523
2008-10-06,-39.3359476581824,3.26080486929483
2008-10-07,-6.44765415488987,4.08679130827468
2008-10-08,-14.2822658000003,4.10279253953994
2008-10-09,4.19536016458718,4.1932929508261
2008-10-10,0,4.20014203307196
2008-10-13,-0.768228428239243,4.20028604926205
2008-10-14,20.780467390069,4.19649191071065
2008-10-15,-1.84974616027748,4.40868727093876
2008-10-16,-2.4264826072444,4.4094564097896
2008-10-17,0.588200451959498,4.40867863187821
2008-10-20,2.08120452378206,4.40705560131126
2008-10-21,3.59561475836552,4.40829719662433
2008-10-22,7.46519013524215,4.41551416399189
2008-10-23,-9.36578257680737,4.44326882605432
2008-10-24,-14.2401395952496,4.47149508038614
2008-10-27,0,4.55472963636376
2008-10-28,0.166689109707534,4.54425844964951
2008-10-29,13.3766415775385,4.5433596791859
2008-10-30,19.8412189820435,4.62818070597859
2008-10-31,12.6971914312218,4.80372159479937
2008-11-01,6.17249024524045,4.87042377234572
2008-11-05,5.8376283239043,4.88803128541582
2008-11-06,-7.75291562438977,4.89192711013427
2008-11-07,-1.58221983491409,4.91392194909467
2008-11-10,2.3297845598714,4.91432673968147
2008-11-11,-12.8743231710819,4.91524233040689
2008-11-12,0,4.97777422293478
2008-11-13,-3.82589977509731,4.97781580978549
2008-11-14,-7.11452810451961,4.98228379638318
2008-11-17,-6.350721170796,4.99948861026136
2008-11-18,1.294967216331,5.01084124415637
2008-11-19,-3.97218873597376,5.00593228087831
2008-11-20,-2.69967313363556,5.00589507720054
2008-11-21,-5.09153919516429,5.00566209299901
2008-11-24,8.1274524303134,5.01264504230505
2008-11-25,3.39288621749561,5.0416524810973
2008-11-26,-4.90839649746009,5.03862282149227
2008-11-27,2.16044548544836,5.04565657892943
2008-11-28,-0.171840013843025,5.04731623570928
2008-12-01,-9.674344920408,5.04730532878537
2008-12-02,-5.04334818607694,5.08051652477967
2008-12-03,-2.91411349074995,5.08824859027855
2008-12-04,2.18197259686979,5.08864446445073
2008-12-05,0.522356619539286,5.09110461534507
2008-12-08,6.58673792678853,5.08951455571121
2008-12-09,-4.69125095395171,5.10920234611799
2008-12-10,2.09206240526821,5.11364603496812
2008-12-11,5.68670732253282,5.11633680541516
2008-12-12,0.020832790888083,5.13115676266102
2008-12-15,-0.350045612909202,5.13125219469622
2008-12-16,-0.606473863941915,5.13051748649518
2008-12-17,-5.33328725366852,5.12687704565676
2008-12-18,-4.10140337661796,5.13592133208479
2008-12-19,-1.22253682983518,5.13867852051814
2008-12-22,4.42371074221519,5.13800693352641
2008-12-23,6.30657214604653,5.14228998749695
2008-12-24,2.51056606087195,5.16028686790362
2008-12-25,-2.11677702849673,5.16374520203075
2008-12-26,-0.578896363312238,5.16463477403439
2008-12-29,2.0840978398121,5.16438616813058
2008-12-30,1.86461184683026,5.16611479632785
2008-12-31,-0.471164300427211,5.1681062681804
2009-01-11,-0.683547094411581,5.16794128428734
2009-01-12,-2.1099695226,5.16592511763686
2009-01-13,-2.58691492377229,5.16695148991411
2009-01-14,-9.31130598258997,5.16783204241414
2009-01-15,-7.29056822262767,5.19777004497964
2009-01-16,-1.22606313874632,5.20970509363334
2009-01-19,-5.88249566408682,5.20451681169306
2009-01-20,-5.74484634404633,5.21544324396091
2009-01-21,0.176300259743202,5.20241892109063
2009-01-22,-6.32959737463002,5.20257113352618
2009-01-23,-6.09588177742419,5.21293208165177
2009-01-26,6.60469930398669,5.20949985480087
2009-01-27,-1.19129337232937,5.21145767523759
2009-01-28,1.95952938149587,5.21000842689677
2009-01-29,2.51136082762668,5.20973363014734
2009-01-30,9.70919115021913,5.21325936928592
2009-02-02,-0.878528226860827,5.25236183396217
2009-02-03,-2.0710012292484,5.2329982930476
2009-02-04,1.81479796531975,5.2074252413333
2009-02-05,-3.40439368137146,5.20820729482645
2009-02-06,8.50749117030758,5.20547764266656
2009-02-09,3.9121755915097,5.23704988068398
2009-02-10,14.6036530374994,5.24469470611506
2009-02-11,7.96890703454874,5.32563012515936
2009-02-12,-4.21296879244543,5.34124531551084
2009-02-13,10.2165378494656,5.34595877536055
2009-02-16,-5.9897510402784,5.38850854099496
2009-02-17,-16.6106181167138,5.39774377273875
2009-02-18,-8.42957505339693,5.48585938508483
2009-02-19,7.40826167019815,5.50767997606236
2009-02-20,-4.68822203102838,5.53079069597241
2009-02-24,-2.22430985842032,5.5327071566189
2009-02-25,1.16136729773934,5.53361565848761
2009-02-26,6.85343148348025,5.53461362624483
2009-02-27,-1.41235928360083,5.55465481682929
2009-03-02,-4.85796929448387,5.55478614370819
2009-03-03,2.10375257744119,5.56017260626495
2009-03-04,5.85048968120412,5.56273957697915
2009-03-05,-3.59288677776358,5.572580470552
2009-03-06,2.252441297951,5.57572872998361
2009-03-10,6.15483678151491,5.57855159407229
2009-03-11,-6.12061275301275,5.59386423709399
2009-03-12,6.04803014618455,5.60432624739785
2009-03-13,1.56703880166328,5.6193901493702
2009-03-16,6.3124717053744,5.62003314917761
2009-03-17,0.581082546163777,5.63626465165379
2009-03-18,-3.00075723160323,5.63660445065536
2009-03-19,7.89828494616363,5.63052266842908
2009-03-20,10.775124339182,5.65439728655993
2009-03-23,6.16813625318509,5.69875391065461
2009-03-24,-11.8046170868569,5.71367327995593
2009-03-25,-1.2579356562842,5.75917789307261
2009-03-26,4.03890660280399,5.75687791351908
2009-03-27,-5.95622133574964,5.76330090327328
2009-03-30,-2.21783522691357,5.77392960886106
2009-03-31,-1.1559764402926,5.77343954867244
2009-04-01,0.40080601536604,5.77256734330628
2009-04-02,7.86089858507322,5.77260723813977
2009-04-03,2.07863092961421,5.79636771238129
2009-04-06,-0.967947031500766,5.79853345458271
2009-04-07,2.4096291264965,5.79698214253827
2009-04-08,6.65469021627894,5.79958047493889
2009-04-09,7.44031854705044,5.81059441344462
2009-04-10,3.87449048727366,5.83068561113492
2009-04-13,-2.73286190183995,5.82986294914101
2009-04-14,-1.81333367056425,5.83173096191836
2009-04-15,-1.80924425548964,5.83188663451201
2009-04-16,0.795052131415981,5.83235153333209
2009-04-17,0.754057084241411,5.8328184472879
2009-04-20,-1.17217987884001,5.83039927873663
2009-04-21,-3.70946018427124,5.82996289723981
2009-04-22,3.97380121204797,5.83160316297408
2009-04-23,2.52324736106381,5.83780384523696
2009-04-24,-2.2843022579918,5.84066334499672
2009-04-27,0.596387834827913,5.84191035391295
2009-04-28,-0.772878158460187,5.83958736424842
2009-04-29,2.20043969378982,5.83888359485754
2009-04-30,3.6873737580775,5.84101316299822
2009-05-04,4.15129209503012,5.84620017020409
2009-05-05,0.332766425428415,5.85264876063657
2009-05-06,4.13859118294335,5.85039776926949
2009-05-07,4.4347389025696,5.8571318774077
2009-05-08,1.79627042415554,5.864437081193
2009-05-12,4.69799174692142,5.86541330466529
2009-05-13,-6.27589193115881,5.87194986748399
2009-05-14,-1.1379707826756,5.88367126599432
2009-05-15,-0.194112410632929,5.88228912842467
2009-05-18,0.0659131784939537,5.87972023422835
2009-05-19,6.42444332764053,5.87946744899508
2009-05-20,5.84044108757168,5.89442382805273
2009-05-21,-3.87216627124816,5.90636206300131
2009-05-22,-0.423247844282188,5.90761074925553
2009-05-25,-2.34102721900032,5.90743849781115
2009-05-26,-1.95647681095613,5.90523921767162
2009-05-27,3.04071967919733,5.90576053533172
2009-05-28,0.533451757594804,5.9079184126025
2009-05-29,3.01827616290851,5.90629742798992
2009-06-01,6.35726687121575,5.90944697478938
2009-06-02,-0.998604953151347,5.92103709260033
2009-06-03,-10.0241247516941,5.91971607828427
2009-06-04,-1.64386598274462,5.95185911316366
2009-06-05,2.88550858182041,5.95088323399377
2009-06-08,-6.48661658832163,5.95287293306089
2009-06-09,-0.39823279455023,5.96549174832432
2009-06-10,6.79354595324552,5.9652947811359
2009-06-11,4.01428941639877,5.98107903710713
2009-06-15,-8.39959668580263,5.98694855472574
2009-06-16,1.84839947716825,6.00882019449486
2009-06-17,-7.71595538298724,6.01007913234302
2009-06-18,-4.64887763120866,6.02798444841615
2009-06-19,-3.43556165647326,6.0339182424552
2009-06-22,-7.06795518549464,6.03704946399236
2009-06-23,-4.21955925484512,6.05194424594009
2009-06-24,9.3232416253156,6.05663876232211
2009-06-25,-2.64159752925962,6.08649087317859
2009-06-26,4.04097606779556,6.08633987551717
2009-06-29,5.17191516563351,6.09189314311975
2009-06-30,-3.70396616256216,6.10172117978873
2009-07-01,4.87130779736169,6.10405481370092
2009-07-02,-3.09069323143197,6.11153272798086
2009-07-03,-2.17029735086329,6.10941066941653
2009-07-06,-6.25484608322919,6.11012764046765
2009-07-07,-0.832091651225621,6.12175848461042
2009-07-08,0.234857344490652,6.12181434374527
2009-07-09,-0.790641866637748,6.12169057736708
2009-07-10,-4.82822843953556,6.11971600507115
2009-07-13,-1.50248772003904,6.1245172283974
2009-07-14,4.61842709226462,6.12481740186479
2009-07-15,7.63450715338032,6.1272533197478
2009-07-16,-0.309789029774407,6.14729942973469
2009-07-17,6.3602058160111,6.14420024568826
2009-07-20,5.44942218699594,6.15048189347849
2009-07-21,-1.20062624453095,6.1558246126597
2009-07-22,-3.91699326444485,6.1514207683119
2009-07-23,8.36414185871876,6.15555307415501
2009-07-24,-2.41544282092108,6.17501598590946
2009-07-27,-0.661605983798648,6.17661679070062
2009-07-28,-2.23476806312775,6.17658122474847
2009-07-29,-3.991081298828,6.16580335125015
2009-07-30,5.50959330131911,6.15049438486061
2009-07-31,2.67609055219739,6.15664134945621
2009-08-03,4.40613504504699,6.13717835495092
2009-08-04,1.24727138246748,6.14376144536234
2009-08-05,-1.3557717459645,6.1340338815048
2009-08-06,1.28205921254121,6.13168927753016
2009-08-07,3.03530704105931,6.13088978077842
2009-08-10,-1.64073811216967,6.12880578073635
